filename,true_label,predicted_label,prob_cls0,prob_cls1,prob_cls2,prob_cls3,prob_cls4,prob_cls5,prob_cls6,prob_cls7,prob_cls8,prob_cls9,prob_cls10,prob_cls11,prob_cls12,prob_cls13,prob_cls14,prob_cls15,prob_cls16,prob_cls17,prob_cls18,prob_cls19,prob_cls20,prob_cls21,prob_cls22
Tinea Ringworm Candidiasis and other Fungal Infections/majocchi-granuloma-9.jpg,18,18,0.00413513,0.04345703,0.00455856,0.03958130,0.00570297,0.06695557,0.00652313,0.00622177,0.00233650,0.01010895,0.01844788,0.00398254,0.00538635,0.02099609,0.07727051,0.00705338,0.01271820,0.00716019,0.63623047,0.00816345,0.00522614,0.00452423,0.00317955
Warts Molluscum and other Viral Infections/varicella-22.jpg,22,0,0.66015625,0.01422119,0.00238419,0.00551987,0.00567245,0.00910187,0.00301552,0.00840759,0.00241470,0.05123901,0.00387764,0.01641846,0.00640488,0.01148987,0.03494263,0.00324440,0.01696777,0.01130676,0.00233841,0.00616837,0.00593567,0.00401688,0.11492920
Vasculitis Photos/vasculitis-42.jpg,21,21,0.01040649,0.02323914,0.00375366,0.00830078,0.00452805,0.00571823,0.00321770,0.00823212,0.01101685,0.00674057,0.00957489,0.01358032,0.00746536,0.00684357,0.01666260,0.00523758,0.01158905,0.00518799,0.01876831,0.00745010,0.00791168,0.79443359,0.01027679
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-face-10.jpg,18,18,0.00845337,0.01719666,0.01499939,0.00351715,0.00317383,0.09930420,0.00630951,0.00511551,0.00541687,0.01652527,0.00546646,0.00785828,0.00843048,0.00824738,0.05755615,0.00307274,0.00682831,0.00959778,0.67626953,0.00324631,0.00572586,0.01045227,0.01733398
Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-191.jpg,11,11,0.00321579,0.00347137,0.00367737,0.00277328,0.00314903,0.00681305,0.00370979,0.00601578,0.00374031,0.00907898,0.00428009,0.89990234,0.00613022,0.00348091,0.00374603,0.00336075,0.00354195,0.00696945,0.00409698,0.00454330,0.00432968,0.00573730,0.00441360
Urticaria Hives/angioedema-6.jpg,19,19,0.02436829,0.01126099,0.00356102,0.00656891,0.00438690,0.01313782,0.00465775,0.00352859,0.00275040,0.00567245,0.00570297,0.02581787,0.00797272,0.05221558,0.01171112,0.00387955,0.01091003,0.00686646,0.01576233,0.75488281,0.01221466,0.00225067,0.01010895
Eczema Photos/keratolysis-exfoliativa-16.jpg,5,5,0.00534058,0.00431442,0.00475693,0.00446320,0.00403214,0.85156250,0.00468063,0.00616837,0.00712204,0.00483322,0.00494385,0.00755310,0.00787354,0.00476074,0.03488159,0.00585175,0.00491333,0.00392151,0.00460434,0.00806427,0.00569534,0.00590134,0.00360489
Eczema Photos/eczema-hand-116.jpg,5,5,0.00846863,0.00938416,0.01425171,0.00868225,0.00688934,0.76123047,0.00696182,0.00985718,0.00949860,0.00624466,0.00611115,0.00935364,0.00788116,0.00745773,0.07348633,0.00746155,0.00571060,0.00674057,0.00367546,0.00866699,0.00912476,0.00696182,0.00604630
Warts Molluscum and other Viral Infections/warts-flat-28.jpg,22,22,0.00977325,0.00446320,0.00477219,0.00274658,0.00639725,0.00875092,0.00402832,0.00741196,0.00238228,0.00481796,0.00471115,0.00375175,0.00508881,0.00556564,0.00756073,0.00177765,0.01058960,0.00275993,0.00546646,0.00421906,0.00296974,0.00337219,0.88671875
Eczema Photos/lichen-simplex-chronicus-160.jpg,5,5,0.00393295,0.00333214,0.00505066,0.00227356,0.00270844,0.59863281,0.00265312,0.01364899,0.00339699,0.02041626,0.00387192,0.00466537,0.04138184,0.02021790,0.21679688,0.00471497,0.00530243,0.01040649,0.02113342,0.00494766,0.00367928,0.00420380,0.00252914
Melanoma Skin Cancer Nevi and Moles/congenital-nevus-31.jpg,11,11,0.00603867,0.00231171,0.00634384,0.00370979,0.00448990,0.00710297,0.00642014,0.00918579,0.00466919,0.01847839,0.00544357,0.86621094,0.00982666,0.00486374,0.00578308,0.00351143,0.00370026,0.00460052,0.00832367,0.00465012,0.00399017,0.00518799,0.00539398
Warts Molluscum and other Viral Infections/hand-foot-mouth-9.jpg,22,21,0.01187897,0.02665710,0.00722122,0.00979614,0.00967407,0.02778625,0.00803375,0.01240540,0.03096008,0.02040100,0.06713867,0.00843811,0.18920898,0.00693130,0.04660034,0.06005859,0.01473236,0.01030731,0.05972290,0.00685883,0.00408173,0.23315430,0.12805176
Scabies Lyme Disease and other Infestations and Bites/leishmaniasis-5.jpg,15,1,0.00394058,0.77343750,0.00652313,0.00926971,0.00274467,0.00679398,0.00435257,0.00674438,0.00533295,0.02200317,0.01593018,0.00984192,0.00401688,0.00440979,0.00960541,0.00329018,0.00380898,0.03991699,0.00384331,0.01067352,0.00392532,0.04620361,0.00355911
Exanthems and Drug Eruptions/drug-eruptions-9.jpg,6,14,0.00506973,0.00190067,0.00708389,0.07092285,0.00580215,0.00812531,0.02217102,0.00761414,0.00627518,0.00487137,0.00544357,0.00379372,0.01492310,0.00807953,0.74121094,0.00901794,0.00516129,0.00336266,0.04095459,0.01245117,0.00590134,0.00302696,0.00682831
Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-135.jpg,14,14,0.00371170,0.06408691,0.00537872,0.00228500,0.00287628,0.00210762,0.00379944,0.00551987,0.00333786,0.00514603,0.00150681,0.00532913,0.05200195,0.00541687,0.78076172,0.00626755,0.01602173,0.00511551,0.00630951,0.00602341,0.00810242,0.00395203,0.00519562
Vasculitis Photos/vasculitis-30.jpg,21,21,0.00558853,0.00636673,0.00319672,0.00303268,0.03109741,0.00676346,0.00554657,0.03598022,0.00737381,0.00285721,0.00514984,0.00659943,0.00768280,0.00596237,0.00817871,0.02442932,0.00535202,0.00451279,0.01067352,0.00226593,0.00262451,0.79199219,0.01673889
Vascular Tumors/spider-angioma-14.jpg,20,20,0.00510406,0.01365662,0.00524521,0.00332642,0.00704575,0.01351166,0.00377655,0.00703430,0.00502777,0.00300217,0.01110840,0.00643539,0.00841522,0.00621033,0.00801849,0.00622559,0.00980377,0.00599289,0.00574875,0.00502014,0.85009766,0.00586700,0.00434494
Nail Fungus and other Nail Disease/nail-melanoma-2.jpg,12,9,0.00451279,0.00474548,0.00415802,0.00440598,0.00427246,0.03228760,0.01134491,0.00997925,0.00923157,0.59570312,0.00450134,0.02813721,0.21875000,0.00350571,0.01036835,0.00325203,0.00437927,0.00764847,0.00383377,0.00696945,0.01293945,0.01130676,0.00359726
Exanthems and Drug Eruptions/viral-exanthems-94.jpg,6,6,0.01495361,0.00580978,0.03961182,0.00884247,0.00563431,0.01306152,0.74658203,0.00780487,0.00808716,0.00361061,0.00328636,0.00631332,0.00930023,0.00681686,0.07019043,0.00557709,0.00782013,0.00617981,0.00431061,0.00470734,0.00535583,0.00758362,0.00828552
Systemic Disease/sebaceous-adenoma-5.jpg,17,0,0.54833984,0.07232666,0.00413513,0.00249863,0.00284386,0.00258827,0.00488663,0.00944519,0.00547409,0.03118896,0.00622559,0.01707458,0.00650406,0.00534058,0.00570679,0.00657654,0.18481445,0.04989624,0.01098633,0.00572586,0.00542450,0.00753403,0.00436401
Warts Molluscum and other Viral Infections/molluscum-contagiosum-102.jpg,22,8,0.00384712,0.00611877,0.00530624,0.01005554,0.00619507,0.00643921,0.00387955,0.00442886,0.77929688,0.00460052,0.00577545,0.00543976,0.00536346,0.00359917,0.00492096,0.00468826,0.00456238,0.00810242,0.00574875,0.00497437,0.00589371,0.00608826,0.10449219
Warts Molluscum and other Viral Infections/warts-plantar-23.jpg,22,22,0.00648117,0.00432205,0.00686264,0.00429153,0.00492859,0.00591660,0.00745010,0.00691605,0.00479507,0.00575638,0.00337982,0.00479507,0.00345039,0.00847626,0.00434875,0.00504684,0.00618362,0.00471115,0.00804138,0.00823975,0.00386047,0.00466537,0.87695312
Warts Molluscum and other Viral Infections/herpes-type-1-primary-38.jpg,22,22,0.00616074,0.00933075,0.00523758,0.00254059,0.00432968,0.00917053,0.03353882,0.00822449,0.02253723,0.00491333,0.01335144,0.00507736,0.00487518,0.00684357,0.00265312,0.00713730,0.01362610,0.00501633,0.03881836,0.00959015,0.05688477,0.00532913,0.72460938
Urticaria Hives/angioedema-19.jpg,19,19,0.00491333,0.00656128,0.00301743,0.00554657,0.00186157,0.00363350,0.00442886,0.00538635,0.00221443,0.00780487,0.00400162,0.01324463,0.00782776,0.00746155,0.00350189,0.00695419,0.00540161,0.00294685,0.02722168,0.85595703,0.00291252,0.01081085,0.00631332
Seborrheic Keratoses and other Benign Tumors/epidermal-nevus-74.jpg,16,16,0.00791931,0.00415421,0.00394821,0.00531387,0.00599289,0.00416565,0.00515366,0.00603104,0.00773239,0.00412369,0.00413895,0.01856995,0.00508118,0.00587463,0.00729370,0.00454330,0.78857422,0.00286484,0.00619125,0.00698090,0.00417328,0.00805664,0.08294678
Lupus and other Connective Tissue diseases/crest-syndrome-22.jpg,10,20,0.00460434,0.01091003,0.00500870,0.00738907,0.00716019,0.01017761,0.00257492,0.00981903,0.00441742,0.00642776,0.01623535,0.00371170,0.01165771,0.00833893,0.00583649,0.00806427,0.00588608,0.00571060,0.01181030,0.00475693,0.84130859,0.00420380,0.00418854
Warts Molluscum and other Viral Infections/herpes-buttocks-23.jpg,22,22,0.00325012,0.02709961,0.00269890,0.00288200,0.00253487,0.01702881,0.00205612,0.00527191,0.00618362,0.00131226,0.00204277,0.00349045,0.00624084,0.00511169,0.01001740,0.00501251,0.00955963,0.00110340,0.01428223,0.00524139,0.00706100,0.00600433,0.85449219
Warts Molluscum and other Viral Infections/warts-plantar-70.jpg,22,22,0.00804138,0.00533676,0.00638962,0.00246429,0.00465393,0.01096344,0.00391388,0.00455475,0.00274277,0.00440598,0.00290298,0.00458527,0.00533676,0.00467300,0.02995300,0.00291443,0.00914001,0.00286865,0.00664520,0.00413895,0.00759888,0.00634384,0.85937500
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-62.jpg,1,18,0.00488663,0.00495148,0.00392914,0.00281143,0.00569534,0.00669098,0.00432968,0.00649643,0.00383377,0.05764771,0.00590134,0.00692368,0.00529099,0.00668335,0.00633240,0.00331688,0.00392914,0.00716400,0.83398438,0.00364685,0.00485611,0.00418854,0.00671387
Light Diseases and Disorders of Pigmentation/melasma-8.jpg,9,9,0.00692368,0.05697632,0.00211334,0.00788879,0.00333977,0.00632095,0.00397491,0.04711914,0.02565002,0.33300781,0.00801086,0.03025818,0.01484680,0.00544357,0.00739288,0.00477982,0.12255859,0.06695557,0.02471924,0.00799561,0.11444092,0.03436279,0.06481934
Poison Ivy Photos and other Contact Dermatitis/allergic-contact-dermatitis-91.jpg,13,5,0.00920105,0.00642776,0.00529099,0.00349236,0.01353455,0.28759766,0.00382805,0.00897980,0.00581360,0.02787781,0.00946808,0.00880432,0.04489136,0.11944580,0.05737305,0.02725220,0.01629639,0.28710938,0.00482941,0.03173828,0.00703430,0.00845337,0.00524902
Seborrheic Keratoses and other Benign Tumors/cylindroma-10.jpg,16,16,0.00446320,0.02665710,0.00462723,0.00578308,0.00319099,0.00470352,0.00968170,0.01333618,0.00325584,0.00345802,0.00344467,0.00558090,0.00863647,0.00582123,0.00860596,0.00376701,0.83886719,0.00642014,0.01908875,0.00609970,0.00614166,0.00537109,0.00302315
Light Diseases and Disorders of Pigmentation/porphyrias-9.jpg,9,9,0.00385857,0.00923157,0.00399780,0.01800537,0.00407791,0.01015472,0.00875092,0.00782013,0.00523376,0.82080078,0.00247574,0.00759125,0.00300980,0.00388718,0.00625610,0.00819397,0.00752258,0.00505829,0.04083252,0.00433350,0.00568771,0.00689697,0.00622940
Exanthems and Drug Eruptions/fixed-drug-eruption-69.jpg,6,17,0.00683594,0.04653931,0.00795746,0.01308441,0.00300026,0.02989197,0.04992676,0.00959015,0.00945282,0.05206299,0.00949097,0.00613022,0.00290489,0.00901031,0.05926514,0.00553131,0.00308037,0.53808594,0.07550049,0.00827026,0.00835419,0.04067993,0.00522995
Eczema Photos/id-reaction-8.jpg,5,5,0.00505447,0.00233459,0.01142120,0.00156307,0.00137711,0.86035156,0.00996399,0.00287628,0.00205421,0.00343895,0.00221252,0.00716019,0.01262665,0.00375557,0.03295898,0.00638580,0.00690079,0.00534439,0.00517654,0.00250626,0.00469589,0.00112820,0.00862122
Bullous Disease Photos/epidermolysis-bullosa-7.jpg,3,3,0.00859833,0.01272583,0.00364113,0.85498047,0.00456238,0.00907898,0.00452042,0.00875854,0.00802612,0.00525665,0.00383949,0.00929260,0.00532913,0.00526428,0.00487518,0.00501251,0.00811768,0.00496674,0.00839233,0.00503540,0.00540161,0.00485611,0.00955200
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-46.jpg,1,1,0.00388908,0.89990234,0.00536728,0.00445557,0.00388145,0.00366974,0.00394821,0.00608826,0.00392914,0.00719070,0.00272179,0.00325203,0.00460815,0.00403214,0.00440979,0.00567245,0.00415802,0.00191975,0.00713348,0.00606918,0.00285339,0.00393295,0.00671387
Hair Loss Photos Alopecia and other Hair Diseases/trichotillomania-2.jpg,7,7,0.00365257,0.07849121,0.00733185,0.19848633,0.04351807,0.03179932,0.00580978,0.33422852,0.00413132,0.01426697,0.01368713,0.00526428,0.02316284,0.00591660,0.01835632,0.02218628,0.00365639,0.15393066,0.00814056,0.00427246,0.00710297,0.00497437,0.00755692
Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-48.jpg,14,14,0.00427628,0.00221252,0.00356102,0.00494003,0.00339127,0.00152874,0.00331497,0.00145340,0.00169563,0.01027679,0.00571060,0.00599670,0.00838470,0.00243568,0.89062500,0.00301933,0.00776672,0.01418304,0.01251221,0.00212097,0.00302124,0.00461578,0.00295639
Atopic Dermatitis Photos/05AtopicFace010504ok.jpg,2,2,0.01141357,0.00867462,0.82714844,0.00840759,0.00785065,0.01243591,0.00304604,0.00702286,0.00842285,0.00673676,0.00736237,0.00983429,0.00751495,0.00839233,0.00781250,0.00614166,0.00661850,0.00570679,0.00826263,0.00619125,0.00843048,0.00744247,0.00901031
Scabies Lyme Disease and other Infestations and Bites/scabies-130.jpg,15,5,0.04681396,0.04568481,0.01235962,0.00151825,0.02073669,0.32543945,0.00463486,0.01016235,0.00866699,0.00314713,0.00588226,0.00541687,0.07403564,0.00950623,0.25341797,0.00270653,0.07531738,0.00732040,0.02287292,0.00436020,0.01214600,0.00927734,0.03866577
Urticaria Hives/PUPPP-24.jpg,19,19,0.00797272,0.00542450,0.00717545,0.00730896,0.00522232,0.00606918,0.00653839,0.00829315,0.00717926,0.00557709,0.00739288,0.00672531,0.01049805,0.00723648,0.03022766,0.00636292,0.00865173,0.00954437,0.00519562,0.82470703,0.00473022,0.00651932,0.00527191
Scabies Lyme Disease and other Infestations and Bites/cutaneous-Larva-Migrans-39.jpg,15,18,0.00921631,0.01182556,0.05923462,0.01352692,0.01095581,0.14721680,0.04882812,0.01757812,0.01093292,0.00633621,0.01168823,0.00918579,0.01846313,0.01150513,0.00968933,0.24218750,0.00188637,0.00638199,0.31665039,0.00936890,0.01206207,0.00968933,0.00560760
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-11.jpg,1,1,0.00479889,0.88574219,0.00395584,0.00374031,0.00468063,0.00954437,0.00591660,0.00587082,0.00262833,0.00701904,0.00370979,0.00177097,0.00498581,0.00580215,0.00668716,0.00799561,0.00453568,0.00682068,0.00644302,0.00634003,0.00247574,0.00499725,0.00372505
Tinea Ringworm Candidiasis and other Fungal Infections/13candidaTongue082205.jpg,18,14,0.00300407,0.01015472,0.00249481,0.00195312,0.00241661,0.00355148,0.00333023,0.00483704,0.00833130,0.00340080,0.00421906,0.00756454,0.04019165,0.00449371,0.85595703,0.00488281,0.00262260,0.00675583,0.01319122,0.00373650,0.00449753,0.00395966,0.00435257
Systemic Disease/sarcoid-28.jpg,17,17,0.01768494,0.01664734,0.00677872,0.00577927,0.00703430,0.01287079,0.00575638,0.01003265,0.00579834,0.00917053,0.01129150,0.00983429,0.03405762,0.00825500,0.02055359,0.00789642,0.00352287,0.77636719,0.00422668,0.00629044,0.00767517,0.00763321,0.00461197
Atopic Dermatitis Photos/05AtopicFace0105040k1.jpg,2,2,0.01646423,0.00897980,0.83056641,0.00786591,0.00827026,0.01227570,0.00306892,0.00614166,0.00618362,0.00584412,0.00753784,0.00967407,0.00748444,0.00795746,0.00724411,0.00667191,0.00617599,0.00535965,0.00674438,0.00552368,0.00717926,0.00841522,0.00845337
Warts Molluscum and other Viral Infections/warts-common-56.jpg,22,16,0.00644684,0.04675293,0.00500107,0.00413513,0.00556564,0.00531769,0.00500107,0.00664520,0.00465393,0.00794983,0.00380325,0.00491714,0.00472641,0.00651550,0.01130676,0.00390434,0.72705078,0.00685120,0.00394058,0.00778580,0.00449371,0.00288582,0.11437988
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-face-15.jpg,1,1,0.01406097,0.75341797,0.00384712,0.00279999,0.00246239,0.00556183,0.00653458,0.00820160,0.00249100,0.02516174,0.02859497,0.06567383,0.00671005,0.00309372,0.02105713,0.00314522,0.01396942,0.00274658,0.00794983,0.00533676,0.00331116,0.00556564,0.00830078
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-92.jpg,1,1,0.00565338,0.84277344,0.00833130,0.01528168,0.00578690,0.00461197,0.00898743,0.00825500,0.00635147,0.00590897,0.00448227,0.00462341,0.00590897,0.00576019,0.01754761,0.00530624,0.01016235,0.00280380,0.00439453,0.00701904,0.00345993,0.00833130,0.00805664
Melanoma Skin Cancer Nevi and Moles/congenital-nevus-57.jpg,11,11,0.00287437,0.00480652,0.00407028,0.00330162,0.01035309,0.00548935,0.00439835,0.00582504,0.00335312,0.00154972,0.00186539,0.89648438,0.00595474,0.00348663,0.00281334,0.00676727,0.00882721,0.00441360,0.00201797,0.00410843,0.00891113,0.00384712,0.00471878
Acne and Rosacea Photos/acne-open-comedo-24.jpg,0,0,0.86474609,0.00628662,0.00649261,0.00454712,0.00450134,0.00744629,0.00667191,0.00616074,0.00475693,0.00514221,0.00374222,0.00664520,0.00646210,0.00614929,0.00637436,0.00574493,0.00456238,0.00472641,0.01003265,0.00683212,0.00619507,0.00570679,0.01015472
Lupus and other Connective Tissue diseases/morphea-94.jpg,10,10,0.05941772,0.01024628,0.01692200,0.09033203,0.00839996,0.02241516,0.03048706,0.01623535,0.00929260,0.00456238,0.49121094,0.03683472,0.00986481,0.01507568,0.01623535,0.00714874,0.04183960,0.08544922,0.01155853,0.00152397,0.00544357,0.00489426,0.00477219
Atopic Dermatitis Photos/05PityriasisAlba010504.jpg,2,2,0.00541306,0.01155090,0.66699219,0.00749207,0.00399780,0.05099487,0.00494003,0.00731277,0.00530243,0.11590576,0.00442886,0.04757690,0.00411987,0.01142883,0.00662613,0.00426483,0.00467300,0.00604248,0.00507736,0.00634766,0.00449371,0.01049042,0.00443649
Herpes HPV and other STDs Photos/molluscum-contagiosum-111.jpg,8,8,0.00593948,0.00690460,0.04080200,0.00355148,0.00413513,0.00838470,0.00324059,0.00825500,0.43823242,0.00536728,0.00908661,0.00937653,0.02371216,0.08331299,0.02293396,0.00461197,0.01445007,0.00541687,0.01090240,0.00677872,0.00857544,0.00263977,0.27319336
Acne and Rosacea Photos/acne-closed-comedo-1.jpg,0,0,0.85888672,0.00716400,0.00548172,0.00551987,0.00471115,0.00597382,0.00698853,0.00948334,0.00516129,0.00960541,0.00535583,0.00682831,0.00857544,0.00703812,0.00723267,0.00485992,0.00632858,0.00570297,0.00539398,0.00724792,0.00453568,0.00525665,0.00677490
Vasculitis Photos/erythema-multiforme-95.jpg,21,21,0.00711441,0.00756836,0.00571060,0.00620651,0.00259781,0.00368881,0.00481033,0.00923157,0.00712204,0.00686646,0.00885010,0.00957489,0.00744629,0.00531769,0.00922394,0.00314903,0.00576782,0.00765610,0.00827026,0.00382423,0.00476837,0.85839844,0.00674820
Exanthems and Drug Eruptions/drug-eruptions-23.jpg,6,22,0.00297356,0.01898193,0.00743103,0.00700760,0.01605225,0.27807617,0.00327301,0.00540161,0.00617218,0.02008057,0.01508331,0.02415466,0.01921082,0.00899506,0.20263672,0.00703049,0.01832581,0.00232124,0.01519012,0.00324059,0.00755310,0.00415802,0.30664062
Acne and Rosacea Photos/perioral-dermatitis-113.jpg,0,0,0.85351562,0.00592422,0.00592804,0.00934601,0.00493622,0.00685883,0.00637436,0.00605774,0.00519180,0.00497818,0.00721359,0.00674438,0.00812531,0.00770569,0.00842285,0.00401688,0.00603867,0.00675583,0.00856781,0.00566101,0.00576401,0.00545120,0.01029205
Scabies Lyme Disease and other Infestations and Bites/maculae-cerulea-6.jpg,15,20,0.01290894,0.00921631,0.00559616,0.00403214,0.00600815,0.00485229,0.03518677,0.00828552,0.08001709,0.00588608,0.01382446,0.00363350,0.00640869,0.00555801,0.02252197,0.03698730,0.00699615,0.01655579,0.00500870,0.00547409,0.67919922,0.00955200,0.01640320
Herpes HPV and other STDs Photos/genital-warts-106.jpg,8,8,0.00616455,0.00480270,0.00475311,0.00648880,0.00317192,0.00679016,0.00505447,0.00806427,0.87011719,0.00563431,0.00487137,0.00918579,0.00749207,0.00614548,0.00375938,0.00470734,0.00535202,0.00519180,0.00342941,0.00656891,0.00608063,0.00620651,0.01016235
Light Diseases and Disorders of Pigmentation/vitiligo-54.jpg,9,10,0.00475311,0.00757980,0.03558350,0.00620270,0.00624466,0.02554321,0.01215363,0.00973511,0.00537109,0.00511932,0.34619141,0.12866211,0.00510406,0.01028442,0.06500244,0.00463104,0.02127075,0.07855225,0.18933105,0.00621414,0.01596069,0.00495148,0.00559998
Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-26.jpg,11,11,0.00439835,0.00668716,0.00401306,0.00307655,0.05960083,0.00481796,0.00363159,0.01701355,0.01266479,0.01447296,0.00677872,0.76367188,0.02302551,0.00502396,0.00685120,0.00249672,0.01201630,0.01271057,0.02334595,0.00417328,0.00205994,0.00336647,0.00392151
